date,HPG,TCB,FPT,PNJ,FRT,MWG,MBB,VNINDEX,W,D,E1,E0,DR,DR(VNI),CR,Sharpe,MaxDrawdown,YR
13/07/2026,22400.0,32350.0,70500.0,43850.0,113300.0,76000.0,24450.0,1800.54,0.0,0.0,68451000.0,73138000.0,-0.06408433372528645,-0.015205049389063308,0.8988522206269489,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
10/07/2026,22950.0,32400.0,70600.0,46600.0,113900.0,76600.0,24650.0,1828.34,0.0,0.0,73138000.0,79363000.0,-0.07843705505084234,-0.006714836746889885,1.0288710714556952,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
09/07/2026,23200.0,33150.0,72100.0,50000.0,115500.0,78500.0,24750.0,1840.7,0.0,19626600.0,79363000.0,63623000.0,-0.046686110203532506,-0.007013001024977039,1.20155452492464,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
08/07/2026,23200.0,33750.0,72100.0,52000.0,116400.0,78800.0,26000.0,1853.7,0.0,25604565.0,63623000.0,36069000.0,0.031608923531500084,0.0029487352901393926,1.3093700285796444,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
07/07/2026,23100.0,33850.0,73200.0,50800.0,117000.0,77500.0,25750.0,1848.25,0.0,0.0,36069000.0,37119000.0,-0.02828739998383577,0.0025766205587198776,1.2386099769998045,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
06/07/2026,23100.0,33750.0,73000.0,54600.0,116200.0,78000.0,25300.0,1843.5,0.0,6294718.0,37119000.0,31016394.0,-0.0051489218547010876,-0.00997808901873165,1.3037778628810264,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
03/07/2026,23250.0,33600.0,72300.0,58700.0,120400.0,78900.0,25600.0,1862.08,0.0,0.0,31016394.0,31627394.0,-0.019318695685139282,-0.0022878881238781457,1.3157012275404676,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
02/07/2026,23400.0,33850.0,72500.0,63100.0,122000.0,79700.0,25650.0,1866.35,0.0,0.0,31627394.0,31814394.0,-0.005877842589112337,-0.00046058022397055254,1.3613188273822554,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
01/07/2026,23450.0,34300.0,72900.0,62700.0,122100.0,80000.0,25750.0,1867.21,0.0,0.0,31814394.0,30618394.0,0.03906148702639335,0.0038709469303928046,1.3752803513927536,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
30/06/2026,23300.0,33500.0,70200.0,63000.0,120000.0,78100.0,25200.0,1860.01,0.0,0.0,30618394.0,30902394.0,-0.009190226491837494,0.0027170250731818335,1.2859863261705304,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
29/06/2026,23650.0,33800.0,70400.0,63200.0,119000.0,79000.0,25100.0,1854.97,0.0,0.0,30902394.0,30986394.0,-0.0027108672277258205,-0.009049580375124933,1.3071899241329983,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
26/06/2026,23500.0,33400.0,70800.0,63500.0,124000.0,78500.0,24750.0,1871.91,0.0,0.0,30986394.0,31082394.0,-0.0030885651858090467,0.004744856607642234,1.3134614108542917,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
25/06/2026,23400.0,33400.0,71000.0,64100.0,127800.0,77200.0,24700.0,1863.07,0.0,0.0,31082394.0,31096394.0,-0.0004502129732469945,-0.007960511602645326,1.3206288242500555,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
24/06/2026,23500.0,32500.0,70800.0,65500.0,128800.0,77800.0,24800.0,1878.02,0.0,0.0,31096394.0,30933394.0,0.005269386217367548,0.004804605572914511,1.3216740720369375,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
23/06/2026,23300.0,32050.0,70800.0,65200.0,128800.0,76000.0,24800.0,1869.04,0.0,0.0,30933394.0,30950394.0,-0.0005492660287297151,0.005990602343493467,1.3095044013753805,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
22/06/2026,23600.0,30900.0,70600.0,66000.0,130500.0,77200.0,24800.0,1857.91,0.0,0.0,30950394.0,31425394.0,-0.015115164506767998,0.0182951225795136,1.3107736308308802,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
19/06/2026,23600.0,30950.0,71500.0,67100.0,130000.0,78000.0,25000.0,1824.53,0.0,0.0,31425394.0,31602394.0,-0.005600841505868195,-0.003245068206526258,1.3462373950286692,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
18/06/2026,23650.0,31200.0,71600.0,68000.0,130000.0,78700.0,25250.0,1830.47,0.0,0.0,31602394.0,32061394.0,-0.014316283315691139,0.013437050160558073,1.3594523134771084,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
17/06/2026,24000.0,31450.0,72300.0,68000.0,132000.0,79100.0,25200.0,1806.2,0.0,0.0,32061394.0,32559394.0,-0.015295124964549402,-0.0009624213192915843,1.3937215087756036,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
16/06/2026,24200.0,31750.0,73200.0,68200.0,130900.0,79400.0,25100.0,1807.94,0.0,0.0,32559394.0,32460394.0,0.00304987055918052,0.004796283019601999,1.430902465766128,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
15/06/2026,24350.0,31700.0,73600.0,65000.0,123800.0,79400.0,25200.0,1799.31,0.0,0.0,32460394.0,31569394.0,0.028223538278878586,0.00427538860826604,1.4235110707017467,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
12/06/2026,23200.0,31250.0,73500.0,62000.0,121000.0,76400.0,24850.0,1791.65,0.0,0.0,31569394.0,31413394.0,0.004966034552013068,-0.00386965490017277,1.3569885151223144,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
11/06/2026,23300.0,30850.0,73100.0,62000.0,119000.0,76900.0,24750.0,1798.61,0.0,0.0,31413394.0,32195394.0,-0.02428918869574946,-0.002827505530268226,1.3453414683541984,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
10/06/2026,23600.0,30950.0,74200.0,64000.0,121000.0,78200.0,24700.0,1803.71,0.0,446500.0,32195394.0,31602000.0,0.004583490646988158,0.005945177212013153,1.4037260233071902,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
09/06/2026,23550.0,30900.0,73700.0,64800.0,122400.0,77400.0,24650.0,1793.05,0.0,0.0,31602000.0,31197000.0,0.012982017501682853,0.0014074045115133327,1.392758835563885,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
08/06/2026,23300.0,30850.0,72900.0,65100.0,124500.0,76400.0,24600.0,1790.53,0.0,0.0,31197000.0,32380000.0,-0.0365348980852378,-0.026303768557289775,1.3620940887629427,-0.9855835531185052,-0.6209609148329583,-0.48932922412146074
