date,HPG,TCB,FPT,PNJ,FRT,MWG,MBB,VNINDEX,W,D,E1,E0,DR,DR(VNI),CR,Sharpe,MaxDrawdown,YR
10/10/2025,29600.0,39350.0,0.0,85000.0,143600.0,82000.0,27450.0,1747.55,0.0,0.0,32323232.0,31423232.0,0.02864122952088442,0.018106928754944684,1.882321318215478,1.9902700771120747,-0.19314490226739126,0.6480815995284606
09/10/2025,28950.0,38950.0,0.0,85000.0,137300.0,81500.0,27350.0,1716.47,0.0,0.0,31423232.0,30928232.0,0.016004794583796448,0.010978719895395894,1.8020666832088694,1.9902700771120747,-0.19314490226739126,0.6480815995284606
08/10/2025,29200.0,38600.0,0.0,84000.0,133600.0,80800.0,26850.0,1697.83,0.0,0.0,30928232.0,30058232.0,0.02894381811944229,0.0074348780632527145,1.7579266339552349,1.9902700771120747,-0.19314490226739126,0.6480815995284606
07/10/2025,29000.0,39000.0,0.0,84900.0,130500.0,78000.0,26850.0,1685.3,0.0,0.0,30058232.0,29528232.0,0.017948924270169645,-0.006015924506045489,1.6803471534488463,1.9902700771120747,-0.19314490226739126,0.6480815995284606
06/10/2025,29200.0,39400.0,0.0,84200.0,125200.0,77600.0,27350.0,1695.5,0.0,0.0,29528232.0,28773232.0,0.02623966608964888,0.03018556099694991,1.6330860906116214,1.9902700771120747,-0.19314490226739126,0.6480815995284606
03/10/2025,27650.0,38350.0,0.0,83000.0,123000.0,77000.0,26550.0,1645.82,0.0,0.0,28773232.0,29033232.0,-0.008955255136596573,-0.004168910456159969,1.565761369022744,1.9902700771120747,-0.19314490226739126,0.6480815995284606
02/10/2025,28100.0,38850.0,0.0,83100.0,124000.0,77100.0,26800.0,1652.71,0.0,0.0,29033232.0,29393232.0,-0.0122477174337276,-0.007411188853187589,1.5889460413579863,1.9902700771120747,-0.19314490226739126,0.6480815995284606
01/10/2025,28300.0,38550.0,0.0,83400.0,126300.0,77700.0,26400.0,1665.05,95000.0,0.0,29393232.0,29463232.0,0.0008485151934451726,0.0020160077029547363,1.62104789536063,1.9902700771120747,-0.19314490226739126,0.6480815995284606
30/09/2025,28150.0,37850.0,0.0,83100.0,128000.0,77700.0,26200.0,1661.7,15439902.0,0.0,29463232.0,44793232.00009255,0.002453540300624474,-0.0028683212519802215,1.6188257818957057,1.9902700771120747,-0.19314490226739126,0.6480815995284606
29/09/2025,28600.0,37750.00000092548,0.0,83500.0,128900.0,77000.0,26150.0,1666.48,2851289.0,0.0,44793232.00009255,48203232.0,-0.011590737316274745,0.0034804600469682256,1.612416113678794,1.9902700771120747,-0.19314490226739126,0.6480815995284606
26/09/2025,28550.0,38700.0,0.0,84700.0,130000.0,77900.0,26250.0,1660.7,6515767.0,17000082.0,48203232.0,38339600.0,-0.011215875797768407,-0.003235119351295501,1.6430510238092784,1.9902700771120747,-0.19314490226739126,0.6480815995284606
25/09/2025,28800.0,38900.0,0.0,86200.0,131200.0,79000.0,26550.0,1666.09,0.0,0.0,38339600.0,38477600.0,-0.0035865022766492713,0.005206762154139399,1.6730314121312762,1.9902700771120747,-0.19314490226739126,0.6480815995284606
24/09/2025,29050.0,38800.0,0.0,87600.0,131800.0,79200.0,26800.0,1657.46,0.0,0.0,38477600.0,37710800.0,0.02033369750840608,0.0135758228049363,1.682652752334985,1.9902700771120747,-0.19314490226739126,0.6480815995284606
23/09/2025,28650.0,37500.0,0.0,87900.0,129000.0,77800.0,26350.0,1635.26,0.0,0.0,37710800.0,37592800.0,0.003138898938094529,0.0004955795527548101,1.6291915663335073,1.9902700771120747,-0.19314490226739126,0.6480815995284606
22/09/2025,28400.0,37500.0,0.0,87900.0,130900.0,76500.0,26150.0,1634.45,0.0,0.0,37592800.0,38276000.0,-0.017849305047549377,-0.014572355331540554,1.6209646232607708,1.9902700771120747,-0.19314490226739126,0.6480815995284606
19/09/2025,29250.0,38400.0,0.0,88500.0,131000.0,78600.0,26650.0,1658.62,0.0,13093500.0,38276000.0,25176800.0,0.0001489405622636875,-0.003939514046529591,1.6685972292547846,1.9902700771120747,-0.19314490226739126,0.6480815995284606
18/09/2025,29150.0,38800.0,0.0,88100.0,0.0,78500.0,26800.0,1665.18,0.0,0.0,25176800.0,25076400.0,0.004003764495701137,-0.0034650532325535277,1.6681998260724575,1.9902700771120747,-0.19314490226739126,0.6480815995284606
17/09/2025,29200.0,38700.0,0.0,87100.0,0.0,78000.0,27000.0,1670.97,0.0,0.0,25076400.0,25745400.0,-0.025985224544967257,-0.005907549527039091,1.657559583367361,1.9902700771120747,-0.19314490226739126,0.6480815995284606
16/09/2025,29950.0,39350.0,0.0,88700.0,0.0,80300.0,27500.0,1680.9,0.0,0.0,25745400.0,25627200.0,0.004612286945120809,-0.002374028132233419,1.7284592085636716,1.9902700771120747,-0.19314490226739126,0.6480815995284606
15/09/2025,30350.0,39000.0,0.0,88200.0,0.0,79500.0,26850.0,1684.9,0.0,0.0,25627200.0,25420000.0,0.008151062155782849,0.010580233436896513,1.7159325483271934,1.9902700771120747,-0.19314490226739126,0.6480815995284606
12/09/2025,30000.0,38600.0,0.0,88000.0,0.0,79000.0,26600.0,1667.26,0.0,0.0,25420000.0,25226800.0,0.007658521889419189,0.005736691298446672,1.693973800433807,1.9902700771120747,-0.19314490226739126,0.6480815995284606
11/09/2025,29150.0,38700.0,0.0,86200.0,0.0,78800.0,26700.0,1657.75,0.0,0.0,25226800.0,24539200.0,0.028020473365064875,0.008817837712839172,1.673498751722406,1.9902700771120747,-0.19314490226739126,0.6480815995284606
10/09/2025,28850.0,39000.0,0.0,86200.0,0.0,75500.0,26950.0,1643.26,0.0,0.0,24539200.0,24589200.0,-0.0020334130431246236,0.0036278797058608703,1.6006279261843144,1.9902700771120747,-0.19314490226739126,0.6480815995284606
09/09/2025,28850.0,38500.0,0.0,85700.0,0.0,76000.0,26650.0,1637.32,0.0,0.0,24589200.0,24148800.0,0.018236931027628703,0.007873046358023439,1.6059268518342629,1.9902700771120747,-0.19314490226739126,0.6480815995284606
08/09/2025,28900.0,38000.0,0.0,84800.0,0.0,74000.0,26700.0,1624.53,0.0,0.0,24148800.0,24479600.0,-0.013513292700861126,-0.025459366395316096,1.5592539147095166,1.9902700771120747,-0.19314490226739126,0.6480815995284606
05/09/2025,28800.0,39500.0,0.0,87200.0,0.0,75000.0,27400.0,1666.97,0.0,0.0,24479600.0,25191200.0,-0.02824795960494141,-0.01728478031468672,1.5943116068095757,1.9902700771120747,-0.19314490226739126,0.6480815995284606
04/09/2025,29850.0,39600.0,0.0,88400.0,0.0,77500.0,28250.0,1696.29,0.0,0.0,25191200.0,24524800.0,0.02717249478079332,0.008915719978588088,1.6697259166596425,1.9902700771120747,-0.19314490226739126,0.6480815995284606
03/09/2025,28150.0,39600.0,0.0,86300.0,0.0,75800.0,28450.0,1681.3,0.0,0.0,24524800.0,24840000.0,-0.012689210950080515,-0.0005409550531741969,1.599101835597129,1.9902700771120747,-0.19314490226739126,0.6480815995284606
29/08/2025,27500.0,39600.0,0.0,85600.0,0.0,78000.0,27750.0,1682.21,0.0,0.0,24840000.0,24623200.0,0.008804704506319243,0.0008031602869960075,1.6325062628944038,1.9902700771120747,-0.19314490226739126,0.6480815995284606
28/08/2025,27100.0,39600.0,0.0,85600.0,0.0,77300.0,27200.0,1680.86,0.0,0.0,24623200.0,24031000.0,0.02464316923973201,0.004830282523702989,1.6095301212762272,1.9902700771120747,-0.19314490226739126,0.6480815995284606
27/08/2025,26750.0,38950.0,0.0,85300.0,0.0,75000.0,27400.0,1672.78,0.0,0.0,24031000.0,23877400.0,0.006432861199293055,0.0030882150117230722,1.5467696458782374,1.9902700771120747,-0.19314490226739126,0.6480815995284606
26/08/2025,27200.0,39350.0,0.0,84200.0,0.0,73600.0,27550.0,1667.63,0.0,0.0,23877400.0,22497400.0,0.06134042155982469,0.03320880033208806,1.5304913462815959,1.9902700771120747,-0.19314490226739126,0.6480815995284606
25/08/2025,25950.0,37550.0,0.0,83500.0,0.0,68800.0,26200.0,1614.03,0.0,0.0,22497400.0,22952000.0,-0.0198065528058557,-0.019107002862404077,1.3842409983430177,1.9902700771120747,-0.19314490226739126,0.6480815995284606
22/08/2025,26000.0,39000.0,0.0,84800.0,0.0,70300.0,26900.0,1645.47,0.0,0.0,22952000.0,23615800.0,-0.028108300375172555,-0.025195497630331687,1.4324188303523493,1.9902700771120747,-0.19314490226739126,0.6480815995284606
21/08/2025,27400.0,41550.0,0.0,85600.0,0.0,71000.0,28200.0,1688.0,0.0,0.0,23615800.0,23190800.0,0.0183262328164617,0.014203657862481789,1.502767367281065,1.9902700771120747,-0.19314490226739126,0.6480815995284606
20/08/2025,27400.0,40500.0,0.0,85300.0,0.0,69400.0,27800.0,1664.36,0.0,0.0,23190800.0,22924800.0,0.011603154662199888,0.0061419417240962115,1.4577264992565029,1.9902700771120747,-0.19314490226739126,0.6480815995284606
19/08/2025,28150.0,39200.0,0.0,84900.0,0.0,68000.0,28200.0,1654.2,0.0,0.0,22924800.0,23247800.0,-0.013893787799275631,0.010896068737510589,1.4295362147987767,1.9902700771120747,-0.19314490226739126,0.6480815995284606
18/08/2025,28400.0,37950.0,0.0,85000.0,0.0,70000.0,27800.0,1636.37,0.0,0.0,23247800.0,23236000.0,0.0005078326734377689,0.003907975460122559,1.4637672744974437,1.9902700771120747,-0.19314490226739126,0.6480815995284606
15/08/2025,28000.0,37600.0,0.0,86200.0,0.0,70500.0,28250.0,1630.0,0.0,0.0,23236000.0,23634400.0,-0.01685678502521748,-0.006515551383869056,1.4625167280440556,1.9902700771120747,-0.19314490226739126,0.6480815995284606
14/08/2025,28200.0,38400.0,0.0,88000.0,0.0,71900.0,27600.0,1640.69,0.0,0.0,23634400.0,23325200.0,0.013256049251453364,0.018050384710846412,1.5047385676228453,1.9902700771120747,-0.19314490226739126,0.6480815995284606
13/08/2025,28100.0,37500.0,0.0,88000.0,0.0,70900.0,25800.0,1611.6,0.0,0.0,23325200.0,23682000.0,-0.015066295076429356,0.0021017025033887027,1.471970011403564,1.9902700771120747,-0.19314490226739126,0.6480815995284606
12/08/2025,28500.0,37700.0,0.0,87500.0,0.0,72200.0,24318.18181800168,1608.22,5621629.0,0.0,23682000.0,29229800.0,0.0025258126979999865,0.007113961148754511,1.5097831448415961,1.9902700771120747,-0.19314490226739126,0.6480815995284606
11/08/2025,28150.0,37750.0,0.0,86500.0,0.0,72100.0,31800.0,1596.86,0.0,0.0,29229800.0,29161000.0,0.0023593155241589795,0.007514432631944068,1.5034598741026546,1.9902700771120747,-0.19314490226739126,0.6480815995284606
08/08/2025,28000.0,37850.0,0.0,85800.0,0.0,72000.0,30550.0,1584.95,0.0,0.0,29161000.0,29492000.0,-0.011223382612233827,0.0019850677388562055,1.4975673247407615,1.9902700771120747,-0.19314490226739126,0.6480815995284606
07/08/2025,28500.0,38400.0,0.0,86400.0,0.0,72400.0,30750.0,1581.81,0.0,0.0,29492000.0,28923200.0,0.01966587376223931,0.005147072840612221,1.5259166537928928,1.9902700771120747,-0.19314490226739126,0.6480815995284606
06/08/2025,27100.0,38200.0,0.0,86300.0,0.0,72400.0,30600.0,1573.71,0.0,0.0,28923200.0,27908800.0,0.0363469586653672,0.017167049090262676,1.4772003445335211,1.9902700771120747,-0.19314490226739126,0.6480815995284606
05/08/2025,26400.0,37000.0,0.0,85500.0,0.0,69300.0,29700.0,1547.15,0.0,0.0,27908800.0,26852600.0,0.039333248921892106,0.012406834228728236,1.3903195004535158,1.9902700771120747,-0.19314490226739126,0.6480815995284606
04/08/2025,25300.0,35350.0,0.0,86500.0,0.0,67000.0,27800.0,1528.19,0.0,0.0,26852600.0,26308800.0,0.020669889922763487,0.02205710234682745,1.2998585900460817,1.9902700771120747,-0.19314490226739126,0.6480815995284606
01/08/2025,25150.0,34100.0,0.0,90300.0,0.0,65200.0,27150.0,1495.21,0.0,0.0,26308800.0,26240400.0,0.0026066675812868706,-0.004865159864760549,1.2532834687815835,1.9902700771120747,-0.19314490226739126,0.6480815995284606
31/07/2025,24950.0,34000.0,0.0,84400.0,0.0,65300.0,27450.0,1502.52,0.0,0.0,26240400.0,26826800.0,-0.021858738276648724,-0.003389425787494349,1.2474251784276085,1.9902700771120747,-0.19314490226739126,0.6480815995284606
30/07/2025,25400.0,34500.0,0.0,85500.0,0.0,67100.0,27400.0,1507.63,0.0,0.0,26826800.0,26647200.0,0.006739920141703443,0.00952183258448791,1.2976488840353717,1.9902700771120747,-0.19314490226739126,0.6480815995284606
29/07/2025,25350.0,33900.0,0.0,84300.0,0.0,66600.0,26850.0,1493.41,0.0,0.0,26647200.0,27929200.0,-0.04590178021568824,-0.04110002439932714,1.282266589480197,1.9902700771120747,-0.19314490226739126,0.6480815995284606
28/07/2025,26350.0,35600.0,0.0,86000.0,0.0,70200.0,28750.0,1557.42,0.0,0.0,27929200.0,27751600.0,0.006399631012265959,0.017170325184667545,1.3920667098573327,1.9902700771120747,-0.19314490226739126,0.6480815995284606
25/07/2025,26050.0,35200.0,0.0,86400.0,0.0,70100.0,28450.0,1531.13,0.0,0.0,27751600.0,27597000.0,0.005602058194731311,0.006646855399666141,1.376855710341748,1.9902700771120747,-0.19314490226739126,0.6480815995284606
24/07/2025,26000.0,35050.0,0.0,86000.0,0.0,69500.0,28400.0,1521.02,190000.0,0.0,27597000.0,27948800.0,-0.005789157316235402,0.0057594011809747325,1.3636146037814476,1.9902700771120747,-0.19314490226739126,0.6480815995284606
23/07/2025,26400.0,35000.0,0.0,86000.0,0.0,70500.0,27400.0,1512.31,0.0,0.0,27948800.0,27983400.0,-0.0012364473223411023,0.0018349960915244878,1.37737761680523,1.9902700771120747,-0.19314490226739126,0.6480815995284606
22/07/2025,26450.0,35350.0,0.0,85900.0,0.0,70400.0,27150.0,1509.54,0.0,0.0,27983400.0,27815400.0,0.006039819668241334,0.01649102723814022,1.3803207580328127,1.9902700771120747,-0.19314490226739126,0.6480815995284606
21/07/2025,26200.0,35450.0,0.0,85000.0,0.0,70000.0,26950.0,1485.05,0.0,0.0,27815400.0,27917800.0,-0.003667910795263237,-0.008168144902756969,1.3660303613208509,1.9902700771120747,-0.19314490226739126,0.6480815995284606
18/07/2025,25900.0,36250.0,0.0,86200.0,0.0,70700.0,27200.0,1497.28,14421163.0,0.0,27917800.0,41867000.0,0.011272911839873886,0.004879161884819627,1.3747406983643322,1.9902700771120747,-0.19314490226739126,0.6480815995284606
17/07/2025,26000.0,35150.0,0.0,86300.0,0.0,70500.0,26750.0,1490.01,0.0,0.0,41867000.0,41856200.0,0.00025802629001199344,0.00985448704480607,1.3482688704118595,1.9902700771120747,-0.19314490226739126,0.6480815995284606
16/07/2025,26100.0,35250.0,0.0,88000.0,0.0,70000.0,26700.0,1475.47,0.0,0.0,41856200.0,41256000.0,0.014548186930385884,0.010146167802005834,1.347663111608973,1.9902700771120747,-0.19314490226739126,0.6480815995284606
15/07/2025,25500.0,34800.0,0.0,86700.0,0.0,69300.0,26600.0,1460.65,0.0,0.0,41256000.0,41444000.0,-0.004536241675513947,-0.0066443601147970766,1.3139986270263377,1.9902700771120747,-0.19314490226739126,0.6480815995284606
14/07/2025,25750.0,35100.0,0.0,87600.0,0.0,69000.0,26800.0,1470.42,0.0,4048.0,41444000.0,41247000.0,0.004677505405438427,0.008684557128745496,1.3245433172988061,1.9902700771120747,-0.19314490226739126,0.6480815995284606
11/07/2025,26000.0,34950.0,0.0,83200.0,0.0,67900.0,26700.0,1457.76,2863214.0,0.0,41247000.0,43543800.0,0.01300791387063141,0.008383829999169867,1.313720875397459,1.9902700771120747,-0.19314490226739126,0.6480815995284606
10/07/2025,25150.0,34800.0,0.0,82300.0,0.0,68000.0,26450.0,1445.64,0.0,0.0,43543800.0,43297000.0,0.0057001639836478275,0.010004750859346823,1.2840106614339226,1.9902700771120747,-0.19314490226739126,0.6480815995284606
09/07/2025,24750.0,34900.0,0.0,82800.0,0.0,67700.0,26600.0,1431.32,0.0,0.0,43297000.0,43367400.0,-0.0016233391902673437,0.011204838003193274,1.2710652172778798,1.9902700771120747,-0.19314490226739126,0.6480815995284606
08/07/2025,24700.0,35300.0,0.0,82300.0,0.0,67200.0,26400.0,1415.46,0.0,0.0,43367400.0,42576200.0,0.018583152089665118,0.009557365590630917,1.274757920959344,1.9902700771120747,-0.19314490226739126,0.6480815995284606
07/07/2025,23600.0,35300.0,0.0,82500.0,0.0,66500.0,26400.0,1402.06,0.0,0.0,42576200.0,42174000.0,0.009536681367667284,0.010879831575304477,1.2332569670847047,1.9902700771120747,-0.19314490226739126,0.6480815995284606
04/07/2025,23250.0,34950.0,0.0,82700.0,0.0,66300.0,26000.0,1386.97,0.0,0.0,42174000.0,41870200.0,0.007255757077826234,0.0036252858259284704,1.2121602991772473,1.9902700771120747,-0.19314490226739126,0.6480815995284606
03/07/2025,23100.0,34850.0,0.0,82500.0,0.0,65400.0,25950.0,1381.96,0.0,0.0,41870200.0,41726800.0,0.003436640240804471,-0.0018994792682309747,1.1962250239154737,1.9902700771120747,-0.19314490226739126,0.6480815995284606
02/07/2025,22900.0,35000.0,0.0,82900.0,0.0,64800.0,26050.0,1384.59,0.0,0.0,41726800.0,41243800.0,0.011710851085496486,0.0048989723044765565,1.1887032382915819,1.9902700771120747,-0.19314490226739126,0.6480815995284606
01/07/2025,22650.0,34400.0,0.0,83400.0,0.0,64500.0,26000.0,1377.84,0.0,0.0,41243800.0,41368400.0,-0.003011960820336295,0.0012862717739650087,1.1633683536588082,1.9902700771120747,-0.19314490226739126,0.6480815995284606
30/06/2025,22700.0,34200.0,0.0,83100.0,0.0,65500.0,25800.0,1376.07,0.0,0.0,41368400.0,41377200.0,-0.00021267751321984088,0.003376013533220368,1.1699040195495818,1.9902700771120747,-0.19314490226739126,0.6480815995284606
27/06/2025,22850.0,33950.0,0.0,81900.0,0.0,65800.0,25700.0,1371.44,0.0,0.0,41377200.0,41142600.0,0.005702118971576906,0.004225032401678375,1.170365607509765,1.9902700771120747,-0.19314490226739126,0.6480815995284606
26/06/2025,22800.0,34050.0,0.0,80900.0,0.0,64500.0,25900.0,1365.67,0.0,0.0,41142600.0,41052000.0,0.0022069570301081554,-0.0007901957197731235,1.1580600921167035,1.9902700771120747,-0.19314490226739126,0.6480815995284606
25/06/2025,22666.66666666667,33800.0,0.0,79600.0,0.0,65000.0,25600.0,1366.75,0.0,0.0,41052000.0,41050000.0,4.8721071863581e-05,-1.4633039940870063e-05,1.1533078342539098,1.9902700771120747,-0.19314490226739126,0.6480815995284606
24/06/2025,22500.0,34000.0,0.0,80200.0,0.0,64900.0,25900.0,1366.77,0.0,0.0,41050000.0,40908500.0,0.0034589388513389637,0.006324640327497022,1.1532029278993225,1.9902700771120747,-0.19314490226739126,0.6480815995284606
23/06/2025,22375.0,33800.0,0.0,80500.0,0.0,65000.0,25900.0,1358.18,0.0,0.0,40908500.0,40890000.0,0.0004524333577891905,0.006543891503316468,1.1457808033122885,1.9902700771120747,-0.19314490226739126,0.6480815995284606
20/06/2025,22500.0,34000.0,0.0,79600.0,0.0,64100.0,25800.0,1349.35,0.0,0.0,40890000.0,40829000.0,0.001494036101790394,-0.001989586106919905,1.1448104195323583,1.9902700771120747,-0.19314490226739126,0.6480815995284606
19/06/2025,22416.66666666667,34000.0,0.0,80300.0,0.0,64000.0,25100.0,1352.04,0.0,0.0,40829000.0,40271500.0,0.013843536992662305,0.0038683427010091087,1.1416107757174534,1.9902700771120747,-0.19314490226739126,0.6480815995284606
18/06/2025,22625.0,32800.0,0.0,80000.0,0.0,63700.0,25050.0,1346.83,0.0,0.0,40271500.0,40088500.0,0.004564900158399541,-0.0006381289465678952,1.1123681293763115,1.9902700771120747,-0.19314490226739126,0.6480815995284606
17/06/2025,22375.0,32400.0,0.0,81100.0,0.0,64400.0,25000.0,1347.69,0.0,0.0,40088500.0,39977500.0,0.002776561816021512,0.0071593516228114495,1.102769197931596,1.9902700771120747,-0.19314490226739126,0.6480815995284606
16/06/2025,22291.66666666667,32300.0,0.0,82000.0,0.0,64300.0,25100.0,1338.11,0.0,0.0,39977500.0,39064000.0,0.023384702027442146,0.01719511360785697,1.0969468952520143,1.9902700771120747,-0.19314490226739126,0.6480815995284606
13/06/2025,22000.0,31200.0,0.0,78000.0,0.0,63200.0,24850.0,1315.49,0.0,0.0,39064000.0,39163000.0,-0.002527896228583101,-0.0056689770897738745,1.0490309177943762,1.9902700771120747,-0.19314490226739126,0.6480815995284606
12/06/2025,26800.0,30950.0,0.0,78300.0,0.0,63500.0,24700.0,1322.99,0.0,0.0,39163000.0,38131000.0,0.02706459311321497,0.005923053527980615,1.0542237823464355,1.9902700771120747,-0.19314490226739126,0.6480815995284606
11/06/2025,26100.0,30100.0,0.0,76000.0,0.0,61900.0,24250.0,1315.2,0.0,0.0,38131000.0,38067000.0,0.0016812462237633646,-0.0007825380062754794,1.0000921033795147,1.9902700771120747,-0.19314490226739126,0.6480815995284606
10/06/2025,26200.0,30050.0,0.0,76100.0,0.0,61500.0,24200.0,1316.23,0.0,0.0,38067000.0,37758000.0,0.008183696170348006,0.0043187315442898555,0.9967351000327287,1.9902700771120747,-0.19314490226739126,0.6480815995284606
09/06/2025,26300.0,29750.0,0.0,74600.0,0.0,60500.0,24250.0,1310.57,0.0,0.0,37758000.0,37930500.0,-0.004547791355241824,-0.014527517313462135,0.9805270682490284,1.9902700771120747,-0.19314490226739126,0.6480815995284606
06/06/2025,26050.0,30300.0,0.0,75700.0,0.0,60500.0,24150.0,1329.89,0.0,0.0,37930500.0,38447500.0,-0.013446908121464334,-0.009090299458307416,0.9895752413321619,1.9902700771120747,-0.19314490226739126,0.6480815995284606
05/06/2025,25750.0,31100.0,0.0,77900.0,0.0,61700.0,24400.0,1342.09,0.0,0.0,38447500.0,38574500.0,-0.0032923304255401886,-0.0027122623983830696,1.0166935339929157,1.9902700771120747,-0.19314490226739126,0.6480815995284606
04/06/2025,25950.0,31350.0,0.0,78900.0,0.0,61300.0,24550.0,1345.74,0.0,0.0,38574500.0,38940000.0,-0.009386235233692862,-0.0011208016329560255,1.0233550875091937,1.9902700771120747,-0.19314490226739126,0.6480815995284606
03/06/2025,26000.0,31600.0,0.0,77800.0,0.0,62400.0,24700.0,1347.25,0.0,0.0,38940000.0,38100500.0,0.022033831577013423,0.008194267754246809,1.0425267238099782,1.9902700771120747,-0.19314490226739126,0.6480815995284606
02/06/2025,25550.0,30850.0,0.0,78200.0,0.0,61000.0,24600.0,1336.3,0.0,0.0,38100500.0,38202500.0,-0.00266998233099928,0.0027765270898993943,0.9984922814720614,1.9902700771120747,-0.19314490226739126,0.6480815995284606
30/05/2025,25750.0,30450.0,0.0,82500.0,0.0,62100.0,24350.0,1332.6,0.0,0.0,38202500.0,38735500.0,-0.013759987608266319,-0.006900868943108818,1.0038425055560012,1.9902700771120747,-0.19314490226739126,0.6480815995284606
29/05/2025,25550.0,30800.0,0.0,84000.0,0.0,64300.0,24500.0,1341.86,0.0,0.0,38735500.0,38626000.0,0.0028348780614094135,-7.452286734155322e-06,1.0318000490534516,1.9902700771120747,-0.19314490226739126,0.6480815995284606
28/05/2025,25600.0,30500.0,0.0,79300.0,0.0,64400.0,24600.0,1341.87,0.0,0.0,38626000.0,38635500.0,-0.00024588784925780695,0.0015375314410250862,1.0260564261398102,1.9902700771120747,-0.19314490226739126,0.6480815995284606
27/05/2025,25550.0,30600.0,0.0,80300.0,0.0,64300.0,24750.0,1339.81,0.0,0.0,38635500.0,38550500.0,0.002204900066147002,0.005478382901441536,1.0265547313240986,1.9902700771120747,-0.19314490226739126,0.6480815995284606
26/05/2025,25550.0,30350.0,0.0,80500.0,0.0,64500.0,24800.0,1332.51,0.0,0.0,38550500.0,38411000.0,0.003631772148603265,0.013731874686182977,1.0220962112541487,1.9902700771120747,-0.19314490226739126,0.6480815995284606
23/05/2025,25600.0,30150.0,0.0,79000.0,0.0,64200.0,24650.0,1314.46,0.0,0.0,38411000.0,38626500.0,-0.005579071362924417,0.00047189916580414604,1.0147789930217015,1.9902700771120747,-0.19314490226739126,0.6480815995284606
22/05/2025,25650.0,30500.0,0.0,78900.0,0.0,64300.0,24650.0,1313.84,0.0,0.0,38626500.0,38867500.0,-0.006200553161381617,-0.006961188163712606,1.0260826527284568,1.9902700771120747,-0.19314490226739126,0.6480815995284606
21/05/2025,25750.0,30900.0,0.0,80700.0,0.0,64300.0,25050.0,1323.05,0.0,0.0,38867500.0,38931500.0,-0.0016439130267264298,0.006006919362810281,1.0387238684561968,1.9902700771120747,-0.19314490226739126,0.6480815995284606
20/05/2025,25650.0,30950.0,0.0,82300.0,0.0,64700.0,24850.0,1315.15,0.0,0.0,38931500.0,38006500.0,0.024337942194098378,0.01454921352475158,1.0420808718029826,1.9902700771120747,-0.19314490226739126,0.6480815995284606
19/05/2025,25650.0,29500.0,0.0,81600.0,0.0,63700.0,24600.0,1296.29,0.0,0.0,38006500.0,38063000.0,-0.0014843811575545806,-0.003918886728805471,0.9935616828064695,1.9902700771120747,-0.19314490226739126,0.6480815995284606
16/05/2025,25800.0,29450.0,0.0,81000.0,0.0,63800.0,24650.0,1301.39,0.0,0.0,38063000.0,38531500.0,-0.012158882991837847,-0.008993298812062123,0.9965252873235537,1.9902700771120747,-0.19314490226739126,0.6480815995284606
15/05/2025,26150.0,29900.0,0.0,84400.0,0.0,64300.0,25050.0,1313.2,0.0,0.0,38531500.0,38446500.0,0.0022108644479991676,0.0026494010215847297,1.0210996008855715,1.9902700771120747,-0.19314490226739126,0.6480815995284606
14/05/2025,26150.0,29850.0,0.0,86000.0,0.0,64000.0,24500.0,1309.73,0.0,0.0,38446500.0,37978000.0,0.012336089314866502,0.012602150870166806,1.0166410808156217,1.9902700771120747,-0.19314490226739126,0.6480815995284606
13/05/2025,25800.0,29400.0,0.0,82200.0,0.0,63500.0,24500.0,1293.43,0.0,0.0,37978000.0,37274000.0,0.01888715995063583,0.00792512818914326,0.9920667672536037,1.9902700771120747,-0.19314490226739126,0.6480815995284606
12/05/2025,25400.0,29400.0,0.0,78600.0,0.0,60800.0,23800.0,1283.26,0.0,0.0,37274000.0,36396500.0,0.024109461074553872,0.012593703148425783,0.9551397304389602,1.9902700771120747,-0.19314490226739126,0.6480815995284606
09/05/2025,25650.0,27600.0,0.0,76400.0,0.0,60400.0,23500.0,1267.3,0.0,0.0,36396500.0,36297000.0,0.0027412733834752184,-0.001968813986454543,0.9091120673638895,1.9902700771120747,-0.19314490226739126,0.6480815995284606
08/05/2025,25700.0,27400.0,0.0,74000.0,0.0,60300.0,23550.0,1269.8,0.0,0.0,36297000.0,35934000.0,0.010101853397896142,0.015539400337500231,0.9038929762231833,1.9902700771120747,-0.19314490226739126,0.6480815995284606
07/05/2025,25400.0,27000.0,0.0,72800.0,0.0,60100.0,23250.0,1250.37,0.0,0.0,35934000.0,35959500.0,-0.0007091311058273892,0.006779661016949046,0.8848524728656328,1.9902700771120747,-0.19314490226739126,0.6480815995284606
06/05/2025,25450.0,26850.0,0.0,73600.0,0.0,60500.0,23550.0,1241.95,0.0,0.0,35959500.0,35987000.0,-0.0007641648373023592,0.0015321962824079716,0.8861900288866178,1.9902700771120747,-0.19314490226739126,0.6480815995284606
05/05/2025,25700.0,26500.0,0.0,70800.0,0.0,61000.0,23550.0,1240.05,0.0,0.0,35987000.0,35765000.0,0.006207185796169439,0.011212590720052207,0.8876324912621898,1.9902700771120747,-0.19314490226739126,0.6480815995284606
29/04/2025,25500.0,26300.0,0.0,71100.0,0.0,60800.0,23550.0,1226.3,0.0,0.0,35765000.0,35696500.0,0.0019189556399086746,-0.0004075643951744201,0.8759878859030266,1.9902700771120747,-0.19314490226739126,0.6480815995284606
